CONFERENCE;TITLE;BOOKTITLE;SERIES;VOLUME;PUBLISHER;YEAR;ID
conf/acsd/2011;11th International Conference on Application of Concurrency to System Design ACSD 2011 Newcastle Upon Tyne UK 20-24 June 2011;ACSD;?;?;IEEE Computer Society;2011;978-0-7695-4387-1
conf/acsd/2012;12th International Conference on Application of Concurrency to System Design ACSD 2012 Hamburg Germany June 27-29 2012;ACSD;?;?;IEEE Computer Society;2012;978-0-7695-4709-1
conf/acsd/2013;13th International Conference on Application of Concurrency to System Design ACSD 2013 Barcelona Spain 8-10 July 2013;ACSD;?;?;IEEE Computer Society;2013;978-0-7695-5035-0
conf/acsd/2014;14th International Conference on Application of Concurrency to System Design ACSD 2014 Tunis La Marsa Tunisia June 23-27 2014;ACSD;?;?;IEEE Computer Society;2014;978-1-4799-4281-7
conf/acsd/2015;15th International Conference on Application of Concurrency to System Design ACSD 2015 Brussels Belgium June 21-26 2015;ACSD;?;?;IEEE Computer Society;2015;978-1-4673-7882-6
conf/acsd/2016;16th International Conference on Application of Concurrency to System Design ACSD 2016 Torun Poland June 19-24 2016;ACSD;?;?;IEEE Computer Society;2016;978-1-5090-2589-3
conf/acse/1996;Proceedings of the ACM SIGCSE 1st Australasian Conference on Computer Science Education ACSE 1996 Sydney NSW Australia July 1996;ACSE;ACM International Conference Proceeding Series;1;ACM;1996;0-89791-845-2
conf/acse/1997;Proceedings of the ACM SIGCSE 2nd Australasian Conference on Computer Science Education ACSE 1997 Melbourne Victoria Australia 1997;ACSE;ACM International Conference Proceeding Series;2;ACM;1997;0-89791-958-0
conf/acse/1998;Proceedings of the ACM SIGCSE 3rd Australasian Conference on Computer Science Education ACSE 1998 The University of Queensland Brisbane Queensland Australia July 8-10 1998;ACSE;ACM International Conference Proceeding Series;3;ACM;1998;1-58113-018-X
conf/acse/2000;Proceedings of the ACM SIGCSE 4th Australasian Conference on Computer Science Education ACSE 2000 Melbourne Victoria Australia 2000;ACSE;ACM International Conference Proceeding Series;8;ACM;2000;1-58113-271-9
conf/acss/2014-1;Applied Computation and Security Systems - ACSS 2014 - 1st International Doctoral Symposium on Applied Computation and Security Systems (ACSS) April 18-20 2014 Kolkata India Proceedings Volume One;ACSS (1);?;?;Springer;2015;978-81-322-1984-2
conf/acss/2014-2;Applied Computation and Security Systems - ACSS 2014 - 1st International Doctoral Symposium on Applied Computation and Security Systems (ACSS) April 18-20 2014 Kolkata India Proceedings Volume Two;ACSS (2);?;?;Springer;2015;978-81-322-1987-3
conf/acss/2015-1;Advanced Computing and Systems for Security - ACSS 2015 - 2nd International Doctoral Symposium on Applied Computation and Security Systems (ACSS) May 23-25 2015 Kolkata India Proceedings Volume 1;ACSS (1);?;?;Springer;2016;978-81-322-2648-2
conf/acss/2015-2;Advanced Computing and Systems for Security - ACSS 2015 - 2nd International Doctoral Symposium on Applied Computation and Security Systems (ACSS) May 23-25 2015 Kolkata India Proceedings Volume 2;ACSS (1);?;?;Springer;2016;978-81-322-2651-2
conf/acssc/2011;Conference Record of the Forty Fifth Asilomar Conference on Signals Systems and Computers ACSCC 2011 Pacific Grove CA USA November 6-9 2011;ACSCC;?;?;IEEE;2011;978-1-4673-0321-7
conf/acssc/2012;Conference Record of the Forty Sixth Asilomar Conference on Signals Systems and Computers ACSCC 2012 Pacific Grove CA USA November 4-7 2012;ACSCC;?;?;IEEE;2012;978-1-4673-5050-1
conf/acssc/2013;2013 Asilomar Conference on Signals Systems and Computers Pacific Grove CA USA November 3-6 2013;ACSSC;?;?;IEEE;2013;978-1-4799-2390-8
conf/acssc/2014;48th Asilomar Conference on Signals Systems and Computers ACSSC 2014 Pacific Grove CA USA November 2-5 2014;ACSSC;?;?;IEEE;2014;978-1-4799-8297-4
conf/acssc/2015;49th Asilomar Conference on Signals Systems and Computers ACSSC 2015 Pacific Grove CA USA November 8-11 2015;ACSSC;?;?;IEEE;2015;978-1-4673-8576-3
conf/acssc/2016;50th Asilomar Conference on Signals Systems and Computers ACSSC 2016 Pacific Grove CA USA November 6-9 2016;ACSSC;?;?;IEEE;2016;978-1-5386-3954-2
conf/acst/2006;IASTED International Conference on Advances in Computer Science and Technology January 23-25 2006 Puerto Vallarta Mexico;ACST;?;?;IASTED/ACTA Press;2006;0-88986-547-7
conf/acsw/2003;ACSW Frontiers 2003 2003 ACSW Workshops - the Australasian Information Security Workshop (AISW) and the Workshop on Wearable Invisible Context-Aware Ambient Pervasive and Ubiquitous Computing (WICAPUC) Adelaide South Australia February 2003;ACSW Frontiers;CRPIT;21;Australian Computer Society;2003;1-920682-00-7
conf/acsw/2004;ACSW Frontiers 2004 2004 ACSW Workshops - the Australasian Information Security Workshop (AISW2004) the Australasian Workshop on Data Mining and Web Intelligence (DMWI2004) and the Australasian Workshop on Software Internationalisation (AWSI2004) . Dunedin New Zealand January 2004;ACSW Frontiers;CRPIT;32;Australian Computer Society;2004;1-920682-14-7
conf/acsw/2005;ACSW Frontiers 2005 2005 ACSW Workshops - the Australasian Workshop on Grid Computing and e-Research (AusGrid 2005) and the Third Australasian Information Security Workshop (AISW 2005) Newcastle NSW Australia January/February 2005;ACSW Frontiers;CRPIT;44;Australian Computer Society;2005;1-920682-26-0
conf/acsw/2006;The proceedings of the Fourth Australasian Symposium on Grid Computing and e-Research (AusGrid 2006) and the Fourth Australasian Information Security Workshop (Network Security) (AISW 2006) Hobart Tasmania Australia January 2006;ACSW Frontiers;CRPIT;54;Australian Computer Society;2006;1-920-68236-8
conf/acsw/2007;ACSW Frontiers 2007. Proceedings of the Fifth Australasian Symposium on Grid Computing and e-Research (AusGrid 2007) the Fifth Australasian Information Security Workshop (Privacy Enhancing Technologies) (AISW 2007) and the Australasian Workshop on Health Knowledge Management and Discovery (HKMD 2007). Proceedings Ballarat Victoria Australia January 30 - February 2 2007;ACSW Frontiers;CRPIT;68;Australian Computer Society;2007;1-920-68249-X
conf/acsw/2017;Proceedings of the Australasian Computer Science Week Multiconference ACSW 2017 Geelong Australia January 31 - February 3 2017;ACSW;?;?;ACM;2017;978-1-4503-4768-6
conf/adaD/2002;Ada Deutschland Tagung 2002: Software für sicherheitskritische Systeme 6. bis 8. März 2002 Jena Friedrich-Schiller-Universität;Ada Deutschland Tagung;?;?;Shaker Verlag;2003;3-8265-9956-X
conf/adaEurope/1983;Ada Software Tools Interfaces Workshop Bath UK July 13-15 1983 Proceedings;Ada Software Tools Interfaces;Lecture Notes in Computer Science;180;Springer;1984;3-540-13878-1
conf/adaEurope/1986;Software Development and Ada CRAI Workshop on Software Factories and Ada Capri Italy May 26-30 1986 Proceedings;Software Development and Ada;Lecture Notes in Computer Science;275;Springer;1987;3-540-18341-8
conf/adaEurope/1991;Ada: The Choice for '92 Ada-Europe International Conference Athens Greece May 13-17 1991 Proceedings;Ada-Europe;Lecture Notes in Computer Science;499;Springer;1991;3-540-54092-X
conf/adaEurope/1992;Ada: Moving Towards 2000 11th Ada-Europe International Conference Zandvoort The Netherlands June 1-5 1992 Proceedings;Ada-Europe;Lecture Notes in Computer Science;603;Springer;1992;3-540-55585-4
conf/adaEurope/1993;Ada-Europe '93 12th Ada-Europe International Conference Ada Sans Frontières Paris France June 14-18 1993 Proceedings;Ada-Europe;Lecture Notes in Computer Science;688;Springer;1993;3-540-56802-6
conf/adaEurope/1994;Ada in Europe First International Eurospace - Ada-Europe Symposium Copenhagen Denmark September 26-30 1994 Proceedings;Ada-Europe;Lecture Notes in Computer Science;887;Springer;1994;3-540-58822-1
conf/adaEurope/1995;Ada in Europe Second International Eurospace - Ada-Europe Symposium Frankfurt/Main Germany October 2-6 1995 Proceedings;Ada-Europe;Lecture Notes in Computer Science;1031;Springer;1996;3-540-60757-9
conf/adaEurope/1996;Reliable Software Technologies - Ada-Europe '96 1996 Ada-Europe International Conference on Reliable Software Technologies Montreux Switzerland June 10-14 1996 Proceedings;Ada-Europe;Lecture Notes in Computer Science;1088;Springer;1996;3-540-61317-X
conf/adaEurope/1997;Reliable Software Technologies - Ada-Europe '97 1997 Ada-Europe International Conference on Reliable Software Technologies London UK June 2-6 1997 Proceedings;Ada-Europe;Lecture Notes in Computer Science;1251;Springer;1997;3-540-63114-3
conf/adaEurope/1998;Reliable Software Technologies - Ada-Europe '98 1998 Ada-Europe International Conference on Reliable Software Technologies Uppsala Sweden June 8-12 1998 Proceedings;Ada-Europe;Lecture Notes in Computer Science;1411;Springer;1998;3-540-64536-5
conf/adaEurope/1999;Reliable Software Technologies - Ada-Europe '99 1999 Ada-Europe International Conference on Reliable Software Technologies Santander Spain June 7-11 1999 Proceedings;Ada-Europe;Lecture Notes in Computer Science;1622;Springer;1999;3-540-66093-3
conf/adaEurope/2000;Reliable Software Technologies - Ada-Europe 2000 5th Ada-Europe International Conference Potsdam Germany June 26-30 2000 Proceedings;Ada-Europe;Lecture Notes in Computer Science;1845;Springer;2000;3-540-67669-4
conf/adaEurope/2001;Reliable Software Technologies: Ada Europe 2001 6th Ade-Europe International Conference Leuven Belgium May 14-18 2001 Proceedings;Ada-Europe;Lecture Notes in Computer Science;2043;Springer;2001;3-540-42123-8
conf/adaEurope/2002;Reliable Software Technologies - Ada-Europe 2002 7th Ada-Europe International Conference on Reliable Software Technologies Vienna Austria June 17-21 2002 Proceedings;Ada-Europe;Lecture Notes in Computer Science;2361;Springer;2002;3-540-43784-3
conf/adaEurope/2003;Reliable Software Technologies - Ada-Europe 2003 8th Ada-Europe International Conference on Reliable Software Technologies Toulouse France June 16-20 2003 Proceedings;Ada-Europe;Lecture Notes in Computer Science;2655;Springer;2003;3-540-40376-0
conf/adaEurope/2004;Reliable Software Technologies - Ada-Europe 2004 9th Ada-Europe International Conference on Reliable Software Technologies Palma de Mallorca Spain June 14-18 2004 Proceedings;Ada-Europe;Lecture Notes in Computer Science;3063;Springer;2004;3-540-22011-9
conf/adaEurope/2005;Reliable Software Technology - Ada-Europe 2005 10th Ada-Europe International Conference on Reliable Software Technologies York UK June 20-24 2005 Proceedings;Ada-Europe;Lecture Notes in Computer Science;3555;Springer;2005;3-540-26286-5
conf/adaEurope/2006;Reliable Software Technologies - Ada-Europe 2006 11th Ada-Europe International Conference on Reliable Software Technologies Porto Portugal June 5-9 2006 Proceedings;Ada-Europe;Lecture Notes in Computer Science;4006;Springer;2006;3-540-34663-5
conf/adaEurope/2007;Reliable Software Technologies - Ada Europe 2007 12th Ada-Europe International Conference on Reliable Software Technologies Geneva Switzerland June 25-29 2007 Proceedings;Ada-Europe;Lecture Notes in Computer Science;4498;Springer;2007;978-3-540-73229-7
conf/adaEurope/2008;Reliable Software Technologies - Ada-Europe 2008 13th Ada-Europe International Conference on Reliable Software Technologies Venice Italy June 16-20 2008. Proceedings;Ada-Europe;Lecture Notes in Computer Science;5026;Springer;2008;978-3-540-68621-7
conf/adaEurope/2009;Reliable Software Technologies - Ada-Europe 2009 14th Ada-Europe International Conference Brest France June 8-12 2009. Proceedings;Ada-Europe;Lecture Notes in Computer Science;5570;Springer;2009;978-3-642-01923-4
conf/adaEurope/2010;Reliable Software Technologiey - Ada-Europe 2010 15th Ada-Europe International Conference on Reliable Software Technologies Valencia Spain June 14-18 2010. Proceedings;Ada-Europe;Lecture Notes in Computer Science;6106;Springer;2010;978-3-642-13549-1
conf/adaEurope/2011;Reliable Software Technologies - Ada-Europe 2011 - 16th Ada-Europe International Conference on Reliable Software Technologies Edinburgh UK June 20-24 2011. Proceedings;Ada-Europe;Lecture Notes in Computer Science;6652;Springer;2011;978-3-642-21337-3
conf/adaEurope/2012;Reliable Software Technologies - Ada-Europe 2012 - 17th Ada-Europe International Conference on Reliable Software Technologies Stockholm Sweden June 11-15 2012. Proceedings;Ada-Europe;Lecture Notes in Computer Science;7308;Springer;2012;978-3-642-30597-9
conf/adaEurope/2013;Reliable Software Technologies - Ada-Europe 2013 18th Ada-Europe International Conference on Reliable Software Technologies Berlin Germany June 10-14 2013. Proceedings;Ada-Europe;Lecture Notes in Computer Science;7896;Springer;2013;978-3-642-38600-8
conf/adaEurope/2014;Reliable Software Technologies - Ada-Europe 2014 19th Ada-Europe International Conference on Reliable Software Technologies Paris France June 23-27 2014. Proceedings;Ada-Europe;Lecture Notes in Computer Science;8454;Springer;2014;978-3-319-08310-0
conf/adaEurope/2015;Reliable Software Technologies - Ada-Europe 2015 - 20th Ada-Europe International Conference on Reliable Software Technologies Madrid Spain June 22-26 2015 Proceedings;Ada-Europe;Lecture Notes in Computer Science;9111;Springer;2015;978-3-319-19583-4
conf/adaEurope/2016;Reliable Software Technologies - Ada-Europe 2016 - 21st Ada-Europe International Conference on Reliable Software Technologies Pisa Italy June 13-17 2016 Proceedings;Ada-Europe;Lecture Notes in Computer Science;9695;Springer;2016;978-3-319-39082-6
conf/adaptive/2007;The Adaptive Web Methods and Strategies of Web Personalization;The Adaptive Web;Lecture Notes in Computer Science;4321;Springer;2007;978-3-540-72078-2
conf/adb/1994;Applications of Databases First International Conference ADB-94 Vadstena Sweden June 21-23 1994 Proceedings;ADB;Lecture Notes in Computer Science;819;Springer;1994;3-540-58183-9
conf/adbis/2000;Current Issues in Databases and Information Systems East-European Conference on Advances in Databases and Information Systems Held Jointly with International Conference on Database Systems for Advanced Applications ADBIS-DASFAA 2000 Prague Czech Republic September 5-8 2000 Proceedings;ADBIS-DASFAA;Lecture Notes in Computer Science;1884;Springer;2000;3-540-67977-4
conf/adbis/2000s;Proceedings of Chalenges 2000 ADBIS-DASFAA Symposium on Advances in Databases and Information Systems Enlarged Fourth East-European Conference on Advances in Databases and Information Systems Prague Czech Republic September 5-8 2000;ADBIS-DASFAA Symposium;?;?;Matfyz Press Vydavatelstvi Matematicko-Fyzikalni Fakulty Unverzity Karlovy;2000;80-85863-56-1
conf/adbis/2001;Advances in Databases and Information Systems 5th East European Conference ADBIS 2001 Vilnius Lithuania September 25-28 2001 Proceedings;ADBIS;Lecture Notes in Computer Science;2151;Springer;2001;3-540-42555-1
conf/adbis/2002;Advances in Databases and Information Systems 6th East European Conference ADBIS 2002 Bratislava Slovakia September 8-11 2002 Proceedings;ADBIS;Lecture Notes in Computer Science;2435;Springer;2002;3-540-44138-7
conf/adbis/2002l;Advances in Databases and Information Systems 6th East European Conference ADBIS 2002 Bratislava Slovakia September 8-11 2002 Proceedings Volume 2: Research Communications;ADBIS Research Communications;?;?;Slovak University of Technology Bratislava;2002;80-227-1744-4
conf/adbis/2003;Advances in Databases and Information Systems 7th East European Conference ADBIS 2003 Dresden Germany September 3-6 2003 Proceedings;ADBIS;Lecture Notes in Computer Science;2798;Springer;2003;3-540-20047-9
conf/adbis/2004;Advances in Databases and Information Systems 8th East European Conference ADBIS 2004 Budapest Hungary September 22-25 2004 Proceesing;ADBIS;Lecture Notes in Computer Science;3255;Springer;2004;3-540-23243-5
conf/adbis/2005;Advances in Databases and Information Systems 9th East European Conference ADBIS 2005 Tallinn Estonia September 12-15 2005 Proceedings;ADBIS;Lecture Notes in Computer Science;3631;Springer;2005;3-540-28585-7
conf/adbis/2005l;ADBIS 2005 Advances in Databases and Information Systems Communications of the Ninth East-European Conference on Advances in Databases and Information Systems Tallinn Estonia September 12-15 2005;ADBIS Research Communications;CEUR Workshop Proceedings;152;CEUR-WS.org;2005;?
conf/adbis/2006;Advances in Databases and Information Systems 10th East European Conference ADBIS 2006 Thessaloniki Greece September 3-7 2006 Proceedings;ADBIS;Lecture Notes in Computer Science;4152;Springer;2006;3-540-37899-5
